id,age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,predictions
15079,41,State-gov,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
14719,48,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,<=50K
4447,42,Private,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K,>50K
8598,52,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K,>50K
30937,53,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,>50K,<=50K
25210,29,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
12077,38,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,<=50K
15585,49,,10,Married-civ-spouse,,Husband,White,Male,0,0,20,United-States,>50K,<=50K
25155,21,Private,7,Never-married,Tech-support,Own-child,White,Female,0,0,35,United-States,<=50K,>50K
30323,44,Private,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,>50K
10905,46,Private,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
14225,50,Federal-gov,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,>50K,<=50K
29571,38,Local-gov,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
24648,30,Private,9,Never-married,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,>50K
29781,35,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
11352,37,Private,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,65,United-States,<=50K,>50K
19804,58,Self-emp-not-inc,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K,<=50K
26233,43,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,28,United-States,<=50K,>50K
14421,32,Private,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,36,United-States,<=50K,>50K
6576,51,Private,13,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,0,50,United-States,<=50K,>50K
18246,25,Federal-gov,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,<=50K,>50K
21711,43,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
24377,35,Private,10,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,45,United-States,>50K,<=50K
15484,35,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,<=50K
11628,33,Local-gov,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,>50K,<=50K
4602,30,Private,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,United-States,>50K,<=50K
5806,58,Private,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,>50K
25244,49,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
14187,44,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,>50K,<=50K
18325,22,Private,11,Never-married,Tech-support,Own-child,White,Female,0,0,36,United-States,<=50K,>50K
15124,39,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,>50K,<=50K
10291,39,Private,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,52,United-States,>50K,<=50K
6919,52,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,>50K
21852,48,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
14736,56,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,>50K,<=50K
8861,35,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,,>50K,<=50K
16090,30,Private,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,>50K,<=50K
16000,39,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,>50K
18316,56,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
3170,60,Federal-gov,11,Divorced,Prof-specialty,Unmarried,White,Male,4934,0,40,United-States,>50K,<=50K
30655,48,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
27206,35,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,>50K
11170,31,Self-emp-not-inc,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,<=50K,>50K
13300,39,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,,>50K,<=50K
20821,37,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,United-States,>50K,<=50K
6866,30,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,56,United-States,>50K,<=50K
16546,37,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Germany,>50K,<=50K
19013,29,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
8015,27,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K,<=50K
29282,45,Private,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,55,United-States,>50K,<=50K
10235,48,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K,>50K
31414,27,Private,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,37,United-States,<=50K,>50K
17961,48,Private,13,Married-spouse-absent,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,36,Philippines,>50K,<=50K
3408,47,Private,13,Married-civ-spouse,Sales,Husband,White,Male,4064,0,60,United-States,<=50K,>50K
3104,36,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,50,United-States,<=50K,>50K
27306,63,,13,Married-civ-spouse,,Wife,Black,Female,0,0,45,United-States,<=50K,>50K
3587,31,Private,13,Never-married,Tech-support,Not-in-family,White,Male,3325,0,60,United-States,<=50K,>50K
24164,58,Private,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,>50K
16802,40,Self-emp-inc,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,>50K
18190,29,Self-emp-not-inc,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K,<=50K
20728,37,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,>50K,<=50K
14209,28,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,>50K
11838,50,Local-gov,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
6011,37,Private,13,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,30,United-States,>50K,<=50K
16698,43,Self-emp-not-inc,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,>50K,<=50K
14410,38,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K,<=50K
8804,31,Self-emp-inc,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K,<=50K
13025,50,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
18408,56,Private,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,<=50K
7402,43,Private,14,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,50,United-States,<=50K,>50K
7072,33,Private,7,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,>50K,<=50K
17044,23,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,42,United-States,<=50K,>50K
22987,24,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
8994,25,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,>50K
8904,43,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
27708,48,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,>50K,<=50K
5691,54,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,>50K
4312,57,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
20359,31,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
24380,38,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K,>50K
3663,37,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,44,United-States,>50K,<=50K
26532,34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
6172,45,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,<=50K
18145,39,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,>50K,<=50K
14063,49,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,<=50K
9403,42,Private,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,37,United-States,>50K,<=50K
19506,51,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,>50K,<=50K
28897,45,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,<=50K
15678,54,Self-emp-not-inc,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K,<=50K
9742,43,Private,10,Married-civ-spouse,Tech-support,Wife,Black,Female,0,0,40,United-States,<=50K,>50K
8984,56,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,<=50K
24605,53,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,>50K
4535,38,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
31489,64,Federal-gov,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,<=50K
17611,22,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
12819,55,Self-emp-inc,9,Divorced,Sales,Unmarried,White,Female,0,0,50,United-States,>50K,<=50K
16217,66,Private,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,>50K
5326,53,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,>50K,<=50K
21859,52,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
12289,50,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,>50K
11362,39,Federal-gov,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,45,United-States,>50K,<=50K
17215,24,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,England,>50K,<=50K
25234,41,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K,<=50K
231,65,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2174,10,United-States,>50K,<=50K
28867,31,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
30162,47,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,>50K
20419,43,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K,<=50K
31977,38,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K,<=50K
8542,47,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
18815,33,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,60,United-States,>50K,<=50K
12626,34,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,>50K
19275,32,,13,Married-civ-spouse,,Wife,White,Female,0,0,20,United-States,>50K,<=50K
19692,51,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
6781,53,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
8741,51,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,35,Taiwan,<=50K,>50K
15112,28,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,43,United-States,<=50K,>50K
5556,34,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
7695,31,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
13931,32,Private,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K,<=50K
23778,31,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,>50K
23549,35,Self-emp-inc,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K,>50K
8124,60,Private,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,<=50K
13795,30,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,55,United-States,>50K,<=50K
30320,50,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,<=50K
4749,60,Private,4,Never-married,Transport-moving,Not-in-family,White,Male,0,0,48,United-States,>50K,<=50K
28256,36,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,<=50K
23405,23,Private,9,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K,>50K
13028,61,,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,>50K,<=50K
19745,57,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
12089,25,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,>50K,<=50K
16663,51,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,>50K,<=50K
15219,27,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,>50K
1398,30,Private,12,Married-civ-spouse,Transport-moving,Wife,White,Female,0,1485,37,United-States,>50K,<=50K
15592,28,Self-emp-not-inc,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K,<=50K
3287,55,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,40,United-States,>50K,<=50K
259,34,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2051,40,United-States,<=50K,>50K
21628,45,State-gov,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,>50K
6992,51,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,>50K
30279,49,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
25297,38,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,<=50K,>50K
12547,56,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,>50K,<=50K
14301,50,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K,<=50K
31529,26,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,<=50K
5342,42,Federal-gov,12,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,>50K,<=50K
14683,28,Private,9,Married-spouse-absent,Tech-support,Not-in-family,White,Female,0,0,37,United-States,<=50K,>50K
7613,51,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
7363,35,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,>50K
12713,44,Local-gov,12,Divorced,Protective-serv,Not-in-family,White,Female,0,0,56,United-States,>50K,<=50K
27307,27,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
22517,40,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,24,United-States,>50K,<=50K
21145,67,Private,14,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K,<=50K
22644,42,Private,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K,<=50K
17886,48,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,>50K
23321,30,Private,10,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,5,United-States,>50K,<=50K
6397,29,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K,<=50K
15563,28,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,<=50K
555,30,State-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,40,United-States,<=50K,>50K
22561,35,Private,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,>50K,<=50K
4780,49,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,26,United-States,>50K,<=50K
13245,44,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K,<=50K
16840,45,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,<=50K
21104,38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
23283,58,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K,<=50K
15899,46,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
12937,51,Private,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,>50K
11203,34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K,<=50K
15793,44,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K,<=50K
10835,22,Private,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,43,United-States,<=50K,>50K
21165,52,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
23026,38,Self-emp-not-inc,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,24,United-States,>50K,<=50K
17685,28,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,>50K
21749,68,Local-gov,14,Widowed,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,>50K,<=50K
15765,32,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,<=50K
31961,61,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K,<=50K
25370,66,Self-emp-not-inc,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States,>50K,<=50K
23058,61,Private,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K,>50K
12987,32,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,>50K
30528,52,Private,10,Divorced,Sales,Other-relative,White,Female,0,0,20,United-States,>50K,<=50K
20064,26,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K,>50K
30602,59,Self-emp-inc,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,>50K
25782,42,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,<=50K
29621,22,Private,10,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K,>50K
6262,36,Self-emp-not-inc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,United-States,<=50K,>50K
32106,32,Private,11,Never-married,Tech-support,Unmarried,White,Female,0,0,60,United-States,<=50K,>50K
6032,37,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,44,United-States,>50K,<=50K
19764,57,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,>50K
28753,79,Federal-gov,16,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,6,United-States,>50K,<=50K
26498,33,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
5862,45,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K,>50K
31260,50,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K,>50K
16764,40,Private,13,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,>50K,<=50K
6158,32,Local-gov,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K,<=50K
5322,57,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,<=50K
12883,48,Private,13,Divorced,Other-service,Unmarried,White,Female,0,0,56,United-States,>50K,<=50K
5591,24,State-gov,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United-States,<=50K,>50K
16831,47,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K,>50K
10022,38,Private,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,36,United-States,<=50K,>50K
8108,64,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,<=50K
32241,27,Private,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K,<=50K
3119,52,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,5013,0,40,United-States,<=50K,>50K
15080,56,State-gov,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,60,United-States,>50K,<=50K
22833,25,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,<=50K
